	id	reference	frame	x	y	w	h
1046	id01512	xajTZydxuaU	2052.0	0.619	0.143	0.211	0.375
1047	id01513	bw59SqSb-mQ	7445.0	0.153	0.081	0.121	0.216
1048	id01514	LopuOs35DsM	839.0	0.441	0.27	0.224	0.311
1049	id01515	VjMsmRQp_x8	3976.0	0.489	0.188	0.172	0.305
1050	id01516	8i0bffDKQ6Y	1012.0	0.469	0.231	0.187	0.332
1051	id01521	wxhxaSnN7Jc	722.0	0.14	0.051	0.631	0.842
1052	id01522	Ri-rTWvVW9o	3608.0	0.524	0.091	0.294	0.522
1053	id01523	pH9xC5eM8nU	2959.0	0.219	0.374	0.14	0.254
1054	id01524	yHrhA0XVOgQ	5311.0	0.431	0.132	0.19	0.337
1055	id01527	SCpLAAue-p4	2043.0	0.422	0.087	0.319	0.568
1056	id01528	xBpWMt_k8OI	5222.0	0.344	0.207	0.299	0.531
1057	id01529	vbUkX_SHqrg	6796.0	0.127	0.133	0.451	0.802
1058	id01530	ETAI6qATHxw	13090.0	0.056	0.128	0.524	0.931
1059	id01531	VM3BQXvhHeo	2646.0	0.387	0.191	0.287	0.51
1060	id01532	DlMPSYBPm_c	3104.0	0.364	0.211	0.267	0.474
1061	id01533	gDFp9_p-NjE	347.0	0.314	0.126	0.292	0.519
1062	id01534	eT7E4JjzW44	1298.0	0.309	0.207	0.538	0.956
1063	id01535	8Ui6QvljCfs	8796.0	0.392	0.259	0.255	0.322
1064	id01536	lblW1lACAAI	2034.0	0.338	0.128	0.429	0.763
1065	id01539	cxZNr0qxg1U	1483.0	0.192	0.182	0.347	0.616
1066	id01540	z7mgSMf7CiA	1938.0	0.235	0.241	0.447	0.794
1067	id01541	n5xBUfjzIM0	17125.0	0.241	0.329	0.102	0.181
1068	id01542	np2GDSI2vCY	801.0	0.558	0.116	0.294	0.526
1069	id01543	3EM6WBhXJTo	2754.0	0.461	0.32	0.389	0.691
1070	id01544	Ou-4ovhMX-o	2415.0	0.536	0.343	0.285	0.507
1071	id01545	yRiq6mSNsBc	6819.0	0.35	0.231	0.242	0.43
1072	id01546	j_lvWz5WiU0	13.0	0.43	0.164	0.251	0.446
1073	id01547	0a4-IVLzWSQ	4001.0	0.484	0.144	0.275	0.489
1074	id01548	JQoU2FmIi_Y	552.0	0.35	0.223	0.322	0.572
1075	id01549	jHuIfaGaDLU	5761.0	0.352	0.182	0.422	0.58
1076	id01550	Nm-tqVG2ZIE	251.0	0.147	0.217	0.149	0.262
1077	id01551	t9Ubp8CYVuE	4006.0	0.355	0.185	0.378	0.673
1078	id01552	JoN9Uf9Wjd0	4238.0	0.094	0.204	0.447	0.596
1079	id01554	jtYDbECfaUc	10206.0	0.198	0.251	0.257	0.457
1080	id01555	y1p2TLpgiOI	1756.0	0.133	0.212	0.503	0.894
1081	id01556	96nAVCFlz7U	2866.0	0.497	0.147	0.192	0.341
1082	id01557	frZSwmkzryM	739.0	0.049	0.176	0.377	0.67
1083	id01558	Xwz5N7y5rq4	2717.0	0.538	0.207	0.171	0.304
1084	id01560	WPUgGq_0jqY	2529.0	0.283	0.266	0.457	0.812
1085	id01561	3Rnuh96sWkA	3035.0	0.674	0.347	0.147	0.196
1086	id01564	0YV7p_6mRTU	2452.0	0.384	0.173	0.254	0.452
1087	id01566	Cq5ctZrSvbI	1629.0	0.351	0.165	0.279	0.372
1088	id01567	Iw2M4wDTSmU	4980.0	0.178	0.22	0.287	0.511
1089	id01568	w6iWyiF-Sxc	1746.0	0.12	0.198	0.179	0.319
1090	id01569	T2IdhKNBKto	9080.0	0.417	0.163	0.415	0.622
1091	id01570	ODS_Mla5UmM	7108.0	0.318	0.182	0.35	0.63
1092	id01571	f70quiHGTOE	1124.0	0.329	0.249	0.298	0.531
1093	id01572	CcV7gAWmrqk	2796.0	0.291	0.195	0.247	0.438
1094	id01574	YahQl-cRxuI	5030.0	0.409	0.154	0.395	0.702
1095	id01578	VAunfXtXlK0	1656.0	0.18	0.315	0.359	0.479
1096	id01579	gGhsoSvnha4	11028.0	0.403	0.234	0.256	0.454
1097	id01580	Iex3qwx5F4c	14331.0	0.419	0.235	0.19	0.337
1098	id01581	D8HXjggR87c	2904.0	0.361	0.285	0.214	0.293
1099	id01582	JKuXNvOw2KA	669.0	0.356	0.148	0.256	0.456
1100	id01583	qWXfywFHDmI	253.0	0.312	0.229	0.437	0.777
1101	id01584	7LSIOpxUt60	357.0	0.599	0.27	0.188	0.333
1102	id01585	VYw89Sylc9M	1759.0	0.13	0.152	0.627	1.115
1103	id01589	DEQSyaDZvfQ	10624.0	0.403	0.274	0.256	0.341
1104	id01590	6o76vGw_lAw	965.0	0.339	0.226	0.379	0.675
1105	id01591	XtzOyzJJtsQ	6507.0	0.56	0.12	0.338	0.451
1106	id01592	uLiAQpDfU2Y	2052.0	0.43	0.259	0.406	0.722
1107	id01593	tuDTjC_9rYI	2373.0	0.572	0.163	0.345	0.614
1108	id01594	PAN5kPSftm8	4208.0	0.415	0.355	0.207	0.368
1109	id01595	zeHhQkeubjU	2149.0	0.717	0.214	0.218	0.388
1110	id01596	XRG4XtaReVM	7129.0	0.385	0.233	0.357	0.477
1111	id01597	YXad8SgqQns	1140.0	0.061	0.139	0.535	0.951
1112	id01598	GG53tudY3E4	264.0	0.334	0.198	0.448	0.598
1113	id01599	jzx7o4Gbwa4	8627.0	0.386	0.155	0.259	0.46
1114	id01605	a2vK2qWMP8s	247.0	0.419	0.241	0.272	0.483
1115	id01608	kQhlfLKdeKk	1489.0	0.353	0.151	0.199	0.354
1116	id01609	L8DbUlmbb10	2961.0	0.371	0.222	0.373	0.663
1117	id01610	abaXONX6gcw	1389.0	0.283	0.116	0.647	1.151
1118	id01611	_iiSlBNDVjc	2091.0	0.223	0.319	0.458	0.611
1119	id01613	0w9HK3phbWY	485.0	0.355	0.169	0.389	0.691
1120	id01614	TLQgph-phHw	4157.0	0.644	0.209	0.215	0.381
1121	id01615	864mRTPct28	28655.0	0.209	0.123	0.149	0.265
1122	id01617	PlT0vvLCNN0	8486.0	0.392	0.194	0.245	0.327
1123	id01618	XQsZz4bNNX0	788.0	0.436	0.168	0.3	0.533
1124	id01619	zYh0pRFP61k	1716.0	0.181	0.324	0.256	0.341
1125	id01620	BYZOsnSyFAA	2939.0	0.62	0.238	0.171	0.304
1126	id01624	ZhVghsPpToA	1425.0	0.001	0.222	0.597	0.796
1127	id01625	6m3-u3d1Uk8	2444.0	0.427	0.222	0.353	0.628
1128	id01626	VHvIhvuSM-s	5669.0	0.252	0.118	0.395	0.527
1129	id01627	CZItCt_ayo0	2583.0	0.376	0.283	0.259	0.346
1130	id01628	o9WtVWddeT8	871.0	0.323	0.187	0.216	0.384
1131	id01629	1n_nENX1fbU	3390.0	0.076	0.37	0.183	0.244
1132	id01630	hXJTjVByMeQ	2375.0	0.665	0.276	0.163	0.204
1133	id01633	PVJnOiyKUkk	730.0	0.657	0.143	0.216	0.385
1134	id01634	jwnlmA5CW34	2036.0	0.267	0.144	0.191	0.34
1135	id01637	HQkMS5_cZOA	10221.0	0.186	0.135	0.134	0.238
1136	id01639	U7uYN8mneMQ	20431.0	0.38	0.208	0.223	0.396
1137	id01640	KCsI_MXJdSI	1161.0	0.359	0.216	0.368	0.66
1138	id01641	Z1FwSYqTipU	2084.0	0.277	0.218	0.394	0.7
1139	id01643	zKzlABBwXpc	14645.0	0.231	0.318	0.394	0.525
1140	id01646	4Nt8_Pka-SM	468.0	0.275	0.266	0.186	0.331
1141	id01648	1U99gp6v1tQ	1803.0	0.286	0.279	0.367	0.653
1142	id01649	pQ0T3fbe8c4	441.0	0.245	0.238	0.36	0.64
1143	id01650	pk4USNxHTyA	853.0	0.394	0.136	0.511	0.909
1144	id01652	oZUs-VKFarw	2806.0	0.171	0.103	0.458	0.815
1145	id01653	H7x5eP57SVE	8035.0	0.465	0.21	0.323	0.574
1146	id01654	wmXwG9H4WHM	829.0	0.383	0.1	0.39	0.691
1147	id01655	NDvMxuILwEs	4114.0	0.393	0.233	0.285	0.38
1148	id01656	ftzJfipVplw	2212.0	0.472	0.206	0.175	0.311
1149	id01657	sOJDFdbNE0Y	3824.0	0.428	0.31	0.269	0.359
1150	id01658	siS1j16rdGk	4342.0	0.348	0.208	0.242	0.431
1151	id01659	xGk5ptM2TTg	5150.0	0.767	0.418	0.101	0.18
1152	id01660	uadmgyy_0lo	1039.0	0.357	0.192	0.304	0.541
1153	id01661	l892MDB-__A	6970.0	0.095	0.408	0.178	0.315
1154	id01662	9G7FIMNkTUU	1884.0	0.396	0.218	0.23	0.41
1155	id01663	LoFJxyjzt10	171.0	0.253	0.231	0.418	0.743
1156	id01664	APYF-odT_PM	813.0	0.225	0.176	0.161	0.286
1157	id01666	w52AUYCd7S4	151.0	0.218	0.215	0.338	0.601
1158	id01667	a6IXmwq1xgM	1097.0	0.498	0.114	0.24	0.427
1159	id01668	ItwGAAQ1fcw	1984.0	0.118	0.161	0.387	0.688
1160	id01669	ENZhc-nu5VI	2289.0	0.364	0.207	0.376	0.669
1161	id01671	Tqyvr-XLijM	2571.0	0.433	0.082	0.217	0.386
1162	id01672	WjpLbJO6VBY	6731.0	0.621	0.074	0.166	0.295
1163	id01674	Cy-9U0S08WY	9990.0	0.204	0.208	0.361	0.636
1164	id01676	g4hLAYmiVyU	8341.0	0.167	0.156	0.643	0.857
1165	id01677	nZ3dn8LUruc	3869.0	0.071	0.157	0.263	0.468
1166	id01678	U5RQsx_r8pk	6089.0	0.372	0.184	0.256	0.456
1167	id01680	DYkWZGAtU3k	1787.0	0.248	0.2	0.373	0.663
1168	id01681	QqQBPrXQzLk	2135.0	0.256	0.169	0.432	0.768
1169	id01682	t7gG23bGKFc	3137.0	0.566	0.197	0.269	0.479
1170	id01683	hEZXta4KVHI	2308.0	0.293	0.195	0.342	0.456
1171	id01684	trFQkv3YFok	3759.0	0.437	0.139	0.197	0.349
1172	id01685	g5w_6Q0vtU4	4055.0	0.515	0.178	0.282	0.501
1173	id01686	vffmo7YWASA	1425.0	0.432	0.245	0.403	0.537
1174	id01687	MKipCnxdkgs	1919.0	0.233	0.202	0.447	0.795
1175	id01688	XfhYg92Qqr8	3750.0	0.383	0.334	0.232	0.31
1176	id01689	8TI9jE_p7ho	1416.0	0.454	0.23	0.31	0.551
1177	id01690	y2VEAat87zE	4802.0	0.187	0.15	0.188	0.333
1178	id01691	ka6GldbSVps	15212.0	0.316	0.174	0.404	0.719
1179	id01692	gC1gUeL83xo	1451.0	0.446	0.191	0.241	0.428
1180	id01693	PyCy6kAZ5iI	3043.0	0.144	0.269	0.428	0.76
1181	id01694	Ar08LkfBv8k	1826.0	0.469	0.161	0.224	0.398
1182	id01695	a-ZUdACo1LQ	720.0	0.249	0.184	0.732	0.977
1183	id01696	lNC-qUWzeBc	8312.0	0.506	0.302	0.295	0.537
1184	id01697	ixAdDgGGDoI	2031.0	0.35	0.33	0.178	0.316
1185	id01699	ICYw39fsUMw	192.0	0.414	0.183	0.284	0.516
1186	id01708	tX2drD554SE	1097.0	0.556	0.307	0.243	0.432
1187	id01710	7ACV0GPYDFw	877.0	0.126	0.153	0.151	0.268
1188	id01711	JSVAaIgmg-U	3377.0	0.125	0.118	0.249	0.332
1189	id01713	4wgMz0lLhf4	2519.0	0.4	0.243	0.228	0.405
1190	id01716	LcDY0l2I4oE	5397.0	0.39	0.195	0.247	0.438
1191	id01717	JDW6p8yU13A	10633.0	0.482	0.104	0.19	0.337
1192	id01718	HLxXau7sh3Y	3898.0	0.351	0.249	0.406	0.721
1193	id01719	RdcNuA0T0Rs	97.0	0.361	0.3	0.299	0.531
1194	id01720	xX-ME3thvEc	3584.0	0.415	0.106	0.205	0.364
1195	id01721	ffaeTiLptmk	3487.0	0.49	0.156	0.223	0.398
1196	id01722	b3wVwrjV6Ls	1357.0	0.337	0.317	0.144	0.257
1197	id01723	wdTdre1DTEw	9661.0	0.328	0.167	0.283	0.502
1198	id01725	EOqCY0SfhGY	3027.0	0.34	0.198	0.341	0.606
1199	id01726	elXOlWnMvc8	988.0	0.359	0.25	0.327	0.436
1200	id01727	6fQDGkkTthE	44652.0	0.222	0.269	0.302	0.412
1201	id01728	eQW4UygHZD0	3891.0	0.451	0.182	0.163	0.29
1202	id01729	T-ggr0c9MEc	1437.0	0.484	0.211	0.327	0.581
1203	id01733	Vx8WJDM_4bI	1258.0	0.136	0.224	0.515	0.915
1204	id01734	ooDb3g6oEww	2507.0	0.209	0.204	0.31	0.552
1205	id01735	mo5J4VAGw14	1606.0	0.414	0.109	0.479	0.852
1206	id01736	gDktg-cKEuI	1713.0	0.401	0.175	0.325	0.433
1207	id01738	Xk7YhxyGrMo	7759.0	0.155	0.056	0.556	0.833
1208	id01739	GC3bgr8OV7g	3345.0	0.395	0.105	0.272	0.484
1209	id01741	f1Z8NZWdSUU	10792.0	0.391	0.229	0.235	0.417
1210	id01742	FfE0E3ogme8	3463.0	0.159	0.281	0.385	0.684
1211	id01743	ooVeOGeV3c4	3022.0	0.207	0.189	0.458	0.815
1212	id01745	4NaXW-teo3E	7003.0	0.502	0.192	0.247	0.438
1213	id01746	dtJlSSMLa60	3167.0	0.034	0.257	0.273	0.485
1214	id01748	CJEXgUIr3CA	7966.0	0.366	0.247	0.294	0.519
1215	id01749	mszod3mZlM4	5362.0	0.159	0.29	0.376	0.668
1216	id01750	yP7e3xI0GZU	3994.0	0.211	0.485	0.106	0.188
1217	id01751	CPXNE1znO4M	5552.0	0.18	0.248	0.453	0.806
1218	id01753	4JQ2C25jMG0	12149.0	0.105	0.167	0.569	0.759
1219	id01754	f4DuQK2Rtxc	6923.0	0.359	0.144	0.467	0.828
1220	id01755	ulgU8iZ0qNg	1276.0	0.165	0.145	0.246	0.437
1221	id01756	JaomipdQcek	3448.0	0.358	0.14	0.447	0.596
1222	id01758	BxCoBE5GvbU	17169.0	0.552	0.217	0.19	0.338
1223	id01759	Vfoc2Q1fv-w	1765.0	0.347	0.066	0.494	0.878
1224	id01760	RQGBZ500d0A	2037.0	0.607	0.148	0.233	0.309
1225	id01761	G1_3j4PZPPk	2474.0	0.572	0.392	0.176	0.311
1226	id01762	h31C7WVQosI	202.0	0.264	0.18	0.349	0.62
1227	id01763	SX-muXRXsbw	6020.0	0.467	0.206	0.114	0.202
1228	id01764	faCsbXwcWR0	8798.0	0.395	0.181	0.306	0.407
1229	id01765	gfLP5985QhM	4152.0	0.26	0.222	0.365	0.486
1230	id01766	K5hWLM-5iWA	3538.0	0.228	0.142	0.455	0.809
1231	id01767	3lQqc5svjeg	101.0	0.281	0.202	0.235	0.417
1232	id01768	YugJ5j6dM_Y	642.0	0.15	0.174	0.151	0.268
1233	id01769	q57dpcfaLoQ	3102.0	0.649	0.277	0.148	0.263
1234	id01770	tGggheJyVKM	2300.0	0.304	0.293	0.347	0.617
1235	id01772	hMU_RZtLJKc	2094.0	0.242	0.27	0.383	0.681
1236	id01773	w0LUMObcGkE	8182.0	0.346	0.247	0.268	0.477
1237	id01774	YQnaoehwDRc	735.0	0.416	0.065	0.235	0.431
1238	id01775	x1pz_LprM14	360.0	0.321	0.174	0.206	0.367
1239	id01776	bG2_gzJMGXg	6577.0	0.236	0.334	0.251	0.342
1240	id01777	qxGbNCLelt0	4793.0	0.674	0.233	0.138	0.244
1241	id01778	_eMlQ3Wza5o	383.0	0.31	0.23	0.446	0.793
1242	id01779	O9NzPF8dUFo	4125.0	0.458	0.175	0.36	0.641
1243	id01780	mLstHYeKrkU	4000.0	0.16	0.194	0.317	0.563
1244	id01781	9Hr9cDL7R40	11.0	0.281	0.19	0.544	0.725
1245	id01782	Nil9GF0y6NI	69.0	0.262	0.226	0.139	0.247
1246	id01783	vpEFMBaYL64	16416.0	0.203	0.162	0.183	0.325
1247	id01785	zhoFw6_-wo4	1558.0	0.175	0.22	0.429	0.572
1248	id01786	lxr53jH75No	2969.0	0.312	0.265	0.357	0.477
1249	id01787	Lb7hpW0WC4A	2437.0	0.204	0.149	0.503	0.894
1250	id01788	3VTLnMbolTs	1391.0	0.238	0.424	0.161	0.286
1251	id01792	9aiPr1wp7oE	470.0	0.111	0.239	0.283	0.374
1252	id01793	QHYKSTtsdfw	4181.0	0.586	0.169	0.202	0.359
1253	id01794	yaivsACZQlo	152.0	0.244	0.132	0.341	0.454
1254	id01795	p_5PUO_Myg0	2710.0	0.443	0.278	0.312	0.416
1255	id01796	k5z-_FDBFBA	8286.0	0.162	0.112	0.501	0.9
1256	id01797	fKKh9QFvzaA	1141.0	0.31	0.246	0.202	0.359
1257	id01798	6FgnGHQCTiQ	882.0	0.652	0.186	0.206	0.375
1258	id01799	EkluWH6S_iU	174.0	0.632	0.091	0.288	0.512
1259	id01800	uso9WYZCe2Y	2088.0	0.319	0.19	0.329	0.438
1260	id01801	wiwojxN8BVk	1392.0	0.65	0.267	0.165	0.294
1261	id01802	C1ob7db-8J0	298.0	0.213	0.122	0.253	0.337
1262	id01803	gTuTEiqXIyw	508.0	0.423	0.176	0.425	0.756
1263	id01805	Z1VUtlKo4CU	2822.0	0.265	0.149	0.524	0.932
1264	id01806	5xTrJhdw-g4	1157.0	0.33	0.14	0.24	0.427
1265	id01808	XZHH-v0B610	1707.0	0.326	0.161	0.492	0.875
1266	id01809	RUDRYeln-8M	856.0	0.318	0.185	0.278	0.495
1267	id01821	hV3AJuZdY9A	943.0	0.227	0.191	0.383	0.681
1268	id01822	QDWgjZqOkvM	2680.0	0.312	0.122	0.403	0.717
1269	id01823	5TDgZ1iQ7Xo	8593.0	0.309	0.237	0.297	0.528
1270	id01826	l6rtGfW9H8A	3171.0	0.333	0.195	0.246	0.438
1271	id01827	nhwPglJxnnU	3729.0	0.555	0.457	0.202	0.269
1272	id01829	LSD8i2OjJTs	2287.0	0.351	0.236	0.265	0.472
1273	id01830	YatPcmjSbHg	2724.0	0.383	0.206	0.408	0.725
1274	id01832	21z5OwGBFY8	8301.0	0.299	0.25	0.334	0.501
1275	id01833	4h5_ixvMgV4	1496.0	0.129	0.202	0.444	0.593
1276	id01835	YVza4e3HCLA	2625.0	0.685	0.161	0.202	0.304
1277	id01836	ybxsh2wk9qs	13107.0	0.331	0.206	0.292	0.52
1278	id01837	cdfO7XwOOGQ	7787.0	0.326	0.217	0.406	0.541
1279	id01838	67bbeml2lwQ	6125.0	0.188	0.351	0.182	0.323
1280	id01840	a_47k897lwU	346.0	0.62	0.174	0.257	0.457
1281	id01841	RIQjqBadCt8	1652.0	0.279	0.139	0.192	0.342
1282	id01842	SVk3gqnDtUU	8.0	0.429	0.157	0.277	0.493
1283	id01848	JYyNWxz6Nyw	922.0	0.281	0.224	0.535	0.952
1284	id01849	IAQV0OFR0Ao	657.0	0.185	0.184	0.635	0.847
1285	id01852	yoUuCcGDUu8	41836.0	0.411	0.207	0.187	0.332
1286	id01853	ag2poNEhOjQ	785.0	0.529	0.153	0.192	0.341
1287	id01854	ZKGZk5xY4wE	2922.0	0.39	0.194	0.195	0.347
1288	id01856	kRSkOYlcrTM	414.0	0.242	0.182	0.413	0.733
1289	id01857	GaBxbOHbLSA	215.0	0.564	0.154	0.183	0.326
1290	id01858	HBSDURviflg	8377.0	0.451	0.147	0.201	0.358
1291	id01859	g4X7QgTdFuQ	6737.0	0.361	0.209	0.233	0.415
1292	id01861	79XlITH0INE	4379.0	0.413	0.159	0.289	0.514
1293	id01862	dMpEB2pkGz0	5674.0	0.268	0.584	0.135	0.24
1294	id01864	9VZ7cwmKHco	8710.0	0.318	0.296	0.222	0.395
1295	id01866	FVX8-jwqPPM	26601.0	0.162	0.305	0.381	0.678
1296	id01868	b-wu_NQHgYU	2259.0	0.273	0.127	0.281	0.5
1297	id01869	igZ9p7Orzls	24703.0	0.594	0.296	0.24	0.427
1298	id01870	iOmLvUVlDTE	14180.0	0.418	0.362	0.287	0.51
1299	id01873	fz5MTH5NmQ0	1625.0	0.457	0.244	0.292	0.389
1300	id01874	vQURHLSp_JM	1561.0	0.4	0.155	0.255	0.453
1301	id01875	Ewp51K9RaeQ	3613.0	0.321	0.263	0.248	0.441
1302	id01876	pxZvqh_blEE	2724.0	0.349	0.328	0.409	0.727
1303	id01877	qhxx1EYO_eo	690.0	0.264	0.161	0.396	0.495
1304	id01878	djzkJT6LE5Q	1400.0	0.743	0.618	0.193	0.343
1305	id01879	dlmIE2I6dnA	288.0	0.489	0.323	0.267	0.475
1306	id01880	CB9Rbdnat-s	8522.0	0.087	0.246	0.294	0.393
1307	id01881	JoHXSNsbIOU	5602.0	0.336	0.198	0.227	0.404
1308	id01883	Os2V2RBpdkQ	3893.0	0.344	0.104	0.429	0.763
1309	id01885	KLLbNAsg_j8	1318.0	0.338	0.166	0.36	0.64
1310	id01886	Tu36uM3iL28	5004.0	0.555	0.254	0.297	0.527
1311	id01887	whRBiow4ohc	1575.0	0.292	0.194	0.263	0.468
1312	id01888	rjWFj2Jttkw	1788.0	0.147	0.194	0.554	0.985
1313	id01889	AXnGAeH731w	1114.0	0.603	0.168	0.271	0.481
1314	id01890	TCbowtcEPPo	4114.0	0.198	0.34	0.245	0.447
1315	id01891	ecl2DXSWxNo	768.0	0.343	0.176	0.483	0.859
1316	id01892	NQ2xAq4gNzU	3572.0	0.341	0.088	0.326	0.435
1317	id01893	LJii9orm-CY	6168.0	0.586	0.148	0.242	0.431
1318	id01894	yxqRL8W63Dg	2724.0	0.218	0.176	0.37	0.658
1319	id01895	40PKYZBIbA4	2584.0	0.306	0.037	0.524	0.711
1320	id01898	M_bJ0jih2Bg	813.0	0.446	0.194	0.386	0.686
1321	id01899	UYJDT0nJlwQ	231.0	0.58	0.134	0.149	0.264
1322	id01900	VlMQCg-jrEg	2121.0	0.498	0.14	0.162	0.288
1323	id01904	8EX_lZgaB1o	2543.0	0.644	0.27	0.137	0.243
1324	id01905	IOrs-ZTXI2E	37898.0	0.436	0.168	0.263	0.467
1325	id01906	nkW77CfpXuo	254.0	0.2	0.203	0.198	0.352
1326	id01907	3bvhC44tp10	4017.0	0.26	0.181	0.299	0.531
1327	id01908	VP_VkXSJQ78	912.0	0.214	0.266	0.149	0.265
1328	id01909	CZ6IrJ5ZN3s	304.0	0.706	0.311	0.065	0.116
1329	id01910	fOY5Q5NwDG4	2360.0	0.328	0.199	0.366	0.651
1330	id01912	Uu69vPuTFkA	548.0	0.138	0.262	0.374	0.664
1331	id01913	YLjOgaNK9NQ	1008.0	0.219	0.112	0.353	0.628
1332	id01915	RLpeuL7QLhY	2189.0	-0.014	0.112	0.483	0.858
1333	id01916	wVb3atz60vM	8899.0	0.243	0.15	0.347	0.617
1334	id01918	yVQPFX1GGVg	31167.0	0.36	0.187	0.174	0.31
1335	id01919	i12MqDluss0	2172.0	0.195	0.2	0.389	0.691
1336	id01920	PVad0IDIc_A	339.0	0.337	0.188	0.359	0.638
1337	id01921	d1MwxmfW5Hc	1245.0	0.415	0.255	0.135	0.241
1338	id01925	StEdxn4GG5U	15063.0	0.229	0.183	0.411	0.732
1339	id01927	3vjaj4oKNPo	625.0	0.219	0.212	0.482	0.643
1340	id01928	dCkjk6JMB6w	802.0	0.519	0.17	0.27	0.48
1341	id01931	f-NBJ6MVu3c	3770.0	0.477	0.176	0.311	0.553
1342	id01932	s3fDs99FP8E	199.0	0.313	0.168	0.406	0.721
1343	id01933	I5XXxgK7QpE	3622.0	0.52	0.146	0.191	0.34
1344	id01934	vOPjZRYwYV0	240.0	0.148	0.24	0.515	0.686
1345	id01937	qLRwEVF-5vQ	3476.0	0.5	0.139	0.238	0.423
1346	id01939	85mBCktIwCQ	2946.0	0.421	0.214	0.289	0.512
1347	id01941	xtR36S8ax8E	13653.0	0.353	0.275	0.274	0.486
1348	id01945	gANJWiU8ADE	1888.0	0.253	0.115	0.762	1.016
1349	id01946	mXLCVGdKVek	326.0	0.437	0.146	0.247	0.438
1350	id01947	g2xMAwXtwHs	97.0	0.254	0.123	0.267	0.474
1351	id01948	_bHcVeQhGyA	1129.0	0.347	0.171	0.316	0.562
1352	id01949	Pukb75XWNTU	109.0	0.377	0.101	0.203	0.36
1353	id01951	JLPKUpJHmnk	9680.0	0.371	0.233	0.28	0.42
1354	id01953	a8XGgnS7NXA	16712.0	0.425	0.313	0.359	0.479
1355	id01955	JSvKkPAbBG8	185.0	0.534	0.112	0.214	0.38
1356	id01959	aftjXJXNXWc	12245.0	0.614	0.223	0.21	0.373
1357	id01960	OxaJUiDsMu8	4110.0	0.393	0.134	0.278	0.37
1358	id01961	9M4BO_ti0PM	132.0	0.409	0.261	0.346	0.615
1359	id01962	p5Je4ONsvtE	194.0	0.332	0.286	0.323	0.573
1360	id01963	CAua33DmlJY	546.0	0.328	0.2	0.35	0.622
1361	id01964	EzA92oWkn5s	3303.0	0.407	0.216	0.368	0.654
1362	id01965	dASmfO-EB8w	2584.0	0.221	0.159	0.375	0.667
1363	id01966	UHUTv6wVwWk	2378.0	0.24	0.227	0.143	0.254
1364	id01967	ToS9zPe8B_0	7395.0	0.334	0.32	0.258	0.459
1365	id01969	3gTjq5nJShE	2379.0	0.287	0.106	0.682	0.91
1366	id01971	UgokTZj0cCk	7809.0	0.363	0.26	0.233	0.414
1367	id01972	fxMh5F1kVCw	2447.0	0.451	0.171	0.239	0.435
1368	id01973	AlNLi4NH87I	4797.0	0.183	0.21	0.295	0.526
1369	id01974	TT4oMi8OsVk	782.0	0.455	0.251	0.446	0.793
1370	id01975	05W4AYejjgQ	5309.0	0.233	0.24	0.276	0.364
1371	id01976	vvwgPJ0KD54	1066.0	0.227	0.216	0.274	0.486
1372	id01979	ZPkaj8W99RA	1590.0	0.38	0.19	0.122	0.216
1373	id01981	i6lEONpH9i0	3412.0	0.17	0.332	0.131	0.233
1374	id01982	1IMc_0UinlU	1050.0	0.223	0.246	0.165	0.248
1375	id01985	B0eLCLgLfyY	2574.0	0.113	0.115	0.629	1.119
1376	id01986	v0rOFrH6QZ4	194.0	0.287	0.061	0.631	1.123
1377	id01987	JELQZ2NqTCA	6253.0	0.166	0.209	0.379	0.674
1378	id01988	8YhAUS18t40	3809.0	0.239	0.207	0.375	0.668
1379	id01989	8CUktsB_2bA	1886.0	0.239	0.273	0.09	0.159
1380	id01990	8YorM1WI_k0	23904.0	0.243	0.158	0.39	0.52
1381	id01992	G63P5ko-7RQ	2383.0	0.361	0.197	0.339	0.602
1382	id01993	9dw6agrNkoE	2023.0	0.451	0.236	0.274	0.488
1383	id01994	94gIzVXyPGk	4884.0	0.374	0.146	0.245	0.436
1384	id01995	OCryJ3QGhCY	740.0	0.359	0.193	0.385	0.683
1385	id01996	BdHaKL_NFOI	7820.0	0.369	0.184	0.293	0.521
1386	id01997	drfhXW1_hGI	1250.0	0.176	0.097	0.365	0.649
1387	id01999	wq4sORM64a8	50959.0	0.453	0.476	0.119	0.159
1388	id02000	a5ZZsgeukck	5265.0	0.46	0.187	0.257	0.457
1389	id02001	B7BIEsMFpws	969.0	0.225	0.087	0.342	0.607
1390	id02004	eyHTzkhP1Rk	9167.0	0.32	0.278	0.233	0.414
1391	id02005	0gTx2dekP6A	1646.0	0.356	0.17	0.323	0.574
1392	id02006	Qr3gqeZ3ILE	1758.0	0.232	0.103	0.403	0.717
1393	id02007	pLlNMU4K2lU	28138.0	0.16	0.143	0.278	0.494
1394	id02008	pXwSdTaTmHM	10007.0	0.243	0.169	0.254	0.452
1395	id02009	Ud_TgEaukNo	11193.0	0.585	0.251	0.256	0.342
1396	id02010	u_9iGfSAmhc	1270.0	0.269	0.231	0.391	0.521
1397	id02011	rOcdBeOu1O4	7044.0	0.1	0.257	0.222	0.296
1398	id02013	U6epZ4XyHaE	226.0	0.299	0.262	0.355	0.631
1399	id02014	Z0pjOGLzInw	1225.0	0.262	0.235	0.418	0.76
